,name,track_id,artists,album_name,date_added,images,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
804,Wawkn,2zDj1H1eFNaTDx6OZtMfuD,['kLL sMTH'],cHLL sMTH Vol. 2,2021-12-02T15:47:01Z,"['https://i.scdn.co/image/ab67616d0000b27366dbb98422ba57361dd697db', 'https://i.scdn.co/image/ab67616d00001e0266dbb98422ba57361dd697db', 'https://i.scdn.co/image/ab67616d0000485166dbb98422ba57361dd697db']",2zDj1H1eFNaTDx6OZtMfuD,0.739,0.47,0,-7.349,1,0.387,0.153,0.422,0.247,0.615,73.039,200548,4
805,Never Too Far,3O0lXDm43BahLkDjxFUSna,['Sorrow'],Search of the Miraculous,2021-12-02T17:59:49Z,"['https://i.scdn.co/image/ab67616d0000b273002a4c2a61937d17fac0d973', 'https://i.scdn.co/image/ab67616d00001e02002a4c2a61937d17fac0d973', 'https://i.scdn.co/image/ab67616d00004851002a4c2a61937d17fac0d973']",3O0lXDm43BahLkDjxFUSna,0.488,0.465,8,-12.569,1,0.0377,0.00831,0.0796,0.086,0.0885,134.855,313804,4
806,Dreamscape '95,7nhBJvKNRqNtXHLNLBxcWU,['Klimeks'],Love Dream Infinite,2021-12-02T23:34:43Z,"['https://i.scdn.co/image/ab67616d0000b273d2945e30b4f63a73173d32aa', 'https://i.scdn.co/image/ab67616d00001e02d2945e30b4f63a73173d32aa', 'https://i.scdn.co/image/ab67616d00004851d2945e30b4f63a73173d32aa']",7nhBJvKNRqNtXHLNLBxcWU,0.58,0.617,11,-11.26,1,0.0349,0.115,0.885,0.117,0.173,124.982,285000,4
807,Rosewood,0XXShlIXhli32ptxtkhH3J,['Bonobo'],Shadows,2021-12-08T17:40:26Z,"['https://i.scdn.co/image/ab67616d0000b2738a89a7c73827e7ff2d2eeee4', 'https://i.scdn.co/image/ab67616d00001e028a89a7c73827e7ff2d2eeee4', 'https://i.scdn.co/image/ab67616d000048518a89a7c73827e7ff2d2eeee4']",0XXShlIXhli32ptxtkhH3J,0.757,0.637,10,-9.451,0,0.0432,0.0668,0.485,0.191,0.429,121.009,242773,4
808,Endless Voyage,17MghoQ3lknCGIzbLwbGky,['Groundislava'],Endless Voyage,2021-12-21T23:30:22Z,"['https://i.scdn.co/image/ab67616d0000b2732ad8cfb46d316b9bbe2512c1', 'https://i.scdn.co/image/ab67616d00001e022ad8cfb46d316b9bbe2512c1', 'https://i.scdn.co/image/ab67616d000048512ad8cfb46d316b9bbe2512c1']",17MghoQ3lknCGIzbLwbGky,0.435,0.34,10,-13.372,0,0.0505,0.738,0.852,0.0998,0.128,190.051,179368,4
809,Know You Don't,1IimA48MOmziyhRZpxDzD5,['Jel'],Soft Money,2021-12-21T23:35:54Z,"['https://i.scdn.co/image/ab67616d0000b27378164ead0a1834d3b88e4a3c', 'https://i.scdn.co/image/ab67616d00001e0278164ead0a1834d3b88e4a3c', 'https://i.scdn.co/image/ab67616d0000485178164ead0a1834d3b88e4a3c']",1IimA48MOmziyhRZpxDzD5,0.782,0.716,2,-11.97,1,0.111,0.287,0.815,0.132,0.164,93.978,214827,4
810,Afterglow,7FRFNRXJ5j1szV2J6CCNGT,['Saib'],Afterglow,2021-12-22T01:05:15Z,"['https://i.scdn.co/image/ab67616d0000b273e84e5ad3d68d604398160050', 'https://i.scdn.co/image/ab67616d00001e02e84e5ad3d68d604398160050', 'https://i.scdn.co/image/ab67616d00004851e84e5ad3d68d604398160050']",7FRFNRXJ5j1szV2J6CCNGT,0.736,0.348,6,-8.392,1,0.469,0.318,0.0267,0.0991,0.653,84.181,206881,4
811,City Lounge,1hxcBxHHWA57B1xiDPZpNs,['Saib'],City Lounge,2021-12-22T01:16:54Z,"['https://i.scdn.co/image/ab67616d0000b27351378e53360705e3eb7a8335', 'https://i.scdn.co/image/ab67616d00001e0251378e53360705e3eb7a8335', 'https://i.scdn.co/image/ab67616d0000485151378e53360705e3eb7a8335']",1hxcBxHHWA57B1xiDPZpNs,0.807,0.576,4,-10.158,0,0.296,0.0419,0.931,0.116,0.771,169.999,158118,4
812,cold water,3keIh8QdhxlHQ0hsyDHrzA,['Uly'],cold water,2022-01-06T15:34:47Z,"['https://i.scdn.co/image/ab67616d0000b273300794d1f0aaabe0fc7db321', 'https://i.scdn.co/image/ab67616d00001e02300794d1f0aaabe0fc7db321', 'https://i.scdn.co/image/ab67616d00004851300794d1f0aaabe0fc7db321']",3keIh8QdhxlHQ0hsyDHrzA,0.617,0.107,11,-18.342,1,0.0685,0.941,0.697,0.103,0.166,141.97,233239,4
813,Preppin',4KNty2PO2pLeDyvT7wlCwL,['Manic Focus'],Coastline Mind Volume I,2022-01-13T20:45:45Z,"['https://i.scdn.co/image/ab67616d0000b273e2968b0eef25a186672c1506', 'https://i.scdn.co/image/ab67616d00001e02e2968b0eef25a186672c1506', 'https://i.scdn.co/image/ab67616d00004851e2968b0eef25a186672c1506']",4KNty2PO2pLeDyvT7wlCwL,0.567,0.469,1,-11.256,0,0.0839,0.0356,0.813,0.139,0.195,93.025,198710,4
814,Nepenthe,4PJePX91Q5u7SqQD31R3YO,"['goosetaf', 'Ian Ewing']",Nepenthe,2022-01-13T20:59:25Z,"['https://i.scdn.co/image/ab67616d0000b27355492621ec4267915127266b', 'https://i.scdn.co/image/ab67616d00001e0255492621ec4267915127266b', 'https://i.scdn.co/image/ab67616d0000485155492621ec4267915127266b']",4PJePX91Q5u7SqQD31R3YO,0.686,0.446,2,-9.182,0,0.0592,0.879,0.788,0.14,0.114,154.07,163636,4
815,Two Fish and an Elephant,2kGMBOPXMtb9gxzVYdplg9,['Khruangbin'],The Universe Smiles Upon You,2022-01-19T19:57:06Z,"['https://i.scdn.co/image/ab67616d0000b273bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00001e02bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00004851bc009dcb7578608697771b74']",2kGMBOPXMtb9gxzVYdplg9,0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,213760,4
816,Twice,1JRK1Kj0fxSPWIwh99b0SA,['Feed Me Jack'],Covers,2022-01-25T01:07:15Z,"['https://i.scdn.co/image/ab67616d0000b273ce1e5e660bb6788daef4d59e', 'https://i.scdn.co/image/ab67616d00001e02ce1e5e660bb6788daef4d59e', 'https://i.scdn.co/image/ab67616d00004851ce1e5e660bb6788daef4d59e']",1JRK1Kj0fxSPWIwh99b0SA,0.484,0.718,2,-7.084,0,0.0372,0.316,0.0164,0.0902,0.327,137.787,235091,4
817,pH,2seFcLiWwxHZ72EYFezJmJ,"['Shibo', 'Nick Dorian']",pH,2022-02-04T15:30:59Z,"['https://i.scdn.co/image/ab67616d0000b273c5b01c58b2f05af48ef180da', 'https://i.scdn.co/image/ab67616d00001e02c5b01c58b2f05af48ef180da', 'https://i.scdn.co/image/ab67616d00004851c5b01c58b2f05af48ef180da']",2seFcLiWwxHZ72EYFezJmJ,0.733,0.631,1,-8.765,1,0.278,0.78,0.0563,0.107,0.722,90.081,170667,4
818,Running Miles,4U9kJBr61UhO5srPib7zyz,['Hippie Sabotage'],Running Miles,2019-08-16T14:22:15Z,"['https://i.scdn.co/image/ab67616d0000b27319170911c1505110bb1a600c', 'https://i.scdn.co/image/ab67616d00001e0219170911c1505110bb1a600c', 'https://i.scdn.co/image/ab67616d0000485119170911c1505110bb1a600c']",4U9kJBr61UhO5srPib7zyz,0.718,0.443,2,-12.369,0,0.0458,0.911,4.71e-05,0.0972,0.442,109.041,255530,4
819,Running Miles,4U9kJBr61UhO5srPib7zyz,['Hippie Sabotage'],Running Miles,2019-08-16T14:22:15Z,"['https://i.scdn.co/image/ab67616d0000b27319170911c1505110bb1a600c', 'https://i.scdn.co/image/ab67616d00001e0219170911c1505110bb1a600c', 'https://i.scdn.co/image/ab67616d0000485119170911c1505110bb1a600c']",4U9kJBr61UhO5srPib7zyz,0.718,0.443,2,-12.369,0,0.0458,0.911,4.71e-05,0.0972,0.442,109.041,255530,4
820,The Moment,1UYj8qTWjneZJDVjUMwMub,['Tame Impala'],Currents,2019-08-16T14:22:27Z,"['https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79']",1UYj8qTWjneZJDVjUMwMub,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413,4
821,The Moment,1UYj8qTWjneZJDVjUMwMub,['Tame Impala'],Currents,2019-08-16T14:22:27Z,"['https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79']",1UYj8qTWjneZJDVjUMwMub,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413,4
822,The Moment,1UYj8qTWjneZJDVjUMwMub,['Tame Impala'],Currents,2019-08-16T14:22:27Z,"['https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79', 'https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79']",1UYj8qTWjneZJDVjUMwMub,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413,4
823,Notion,1HTqgP13dorct3BltLaB0l,['Tash Sultana'],Notion - EP,2019-08-16T14:31:20Z,"['https://i.scdn.co/image/ab67616d0000b273879f910fba5d3505f16d58d5', 'https://i.scdn.co/image/ab67616d00001e02879f910fba5d3505f16d58d5', 'https://i.scdn.co/image/ab67616d00004851879f910fba5d3505f16d58d5']",1HTqgP13dorct3BltLaB0l,0.352,0.414,4,-6.6,0,0.0254,0.391,0.00831,0.185,0.0688,60.042,341000,4
824,Notion,1HTqgP13dorct3BltLaB0l,['Tash Sultana'],Notion - EP,2019-08-16T14:31:20Z,"['https://i.scdn.co/image/ab67616d0000b273879f910fba5d3505f16d58d5', 'https://i.scdn.co/image/ab67616d00001e02879f910fba5d3505f16d58d5', 'https://i.scdn.co/image/ab67616d00004851879f910fba5d3505f16d58d5']",1HTqgP13dorct3BltLaB0l,0.352,0.414,4,-6.6,0,0.0254,0.391,0.00831,0.185,0.0688,60.042,341000,4
825,Pains,16ojeDSheSYWPXxcOOGOfu,['Silk Rhodes'],Silk Rhodes,2019-08-16T14:36:54Z,"['https://i.scdn.co/image/ab67616d0000b2735abdbe7025fc691b0e67ffab', 'https://i.scdn.co/image/ab67616d00001e025abdbe7025fc691b0e67ffab', 'https://i.scdn.co/image/ab67616d000048515abdbe7025fc691b0e67ffab']",16ojeDSheSYWPXxcOOGOfu,0.449,0.416,0,-5.571,1,0.0608,0.01,0.122,0.0778,0.103,140.804,191425,3
826,Pains,16ojeDSheSYWPXxcOOGOfu,['Silk Rhodes'],Silk Rhodes,2019-08-16T14:36:54Z,"['https://i.scdn.co/image/ab67616d0000b2735abdbe7025fc691b0e67ffab', 'https://i.scdn.co/image/ab67616d00001e025abdbe7025fc691b0e67ffab', 'https://i.scdn.co/image/ab67616d000048515abdbe7025fc691b0e67ffab']",16ojeDSheSYWPXxcOOGOfu,0.449,0.416,0,-5.571,1,0.0608,0.01,0.122,0.0778,0.103,140.804,191425,3
827,Inside Out - Tycho Remix,28Q5hNuXYYOVNEAorGFOiY,"['Spoon', 'Tycho']",Inside Out (Remixes),2019-08-16T14:31:02Z,"['https://i.scdn.co/image/ab67616d0000b273134c8d7e670d69631287bbdd', 'https://i.scdn.co/image/ab67616d00001e02134c8d7e670d69631287bbdd', 'https://i.scdn.co/image/ab67616d00004851134c8d7e670d69631287bbdd']",28Q5hNuXYYOVNEAorGFOiY,0.643,0.813,0,-7.046,1,0.0323,0.078,0.364,0.205,0.294,106.99,319960,4
828,Inside Out - Tycho Remix,28Q5hNuXYYOVNEAorGFOiY,"['Spoon', 'Tycho']",Inside Out (Remixes),2019-08-16T14:31:02Z,"['https://i.scdn.co/image/ab67616d0000b273134c8d7e670d69631287bbdd', 'https://i.scdn.co/image/ab67616d00001e02134c8d7e670d69631287bbdd', 'https://i.scdn.co/image/ab67616d00004851134c8d7e670d69631287bbdd']",28Q5hNuXYYOVNEAorGFOiY,0.643,0.813,0,-7.046,1,0.0323,0.078,0.364,0.205,0.294,106.99,319960,4
829,Kahlil Gibran,0PldjOTKRt45S9MrLnlwVM,['STRFKR'],Miracle Mile,2019-08-16T14:26:53Z,"['https://i.scdn.co/image/ab67616d0000b273cb916d1e03610b396f0120f3', 'https://i.scdn.co/image/ab67616d00001e02cb916d1e03610b396f0120f3', 'https://i.scdn.co/image/ab67616d00004851cb916d1e03610b396f0120f3']",0PldjOTKRt45S9MrLnlwVM,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
830,Kahlil Gibran,0PldjOTKRt45S9MrLnlwVM,['STRFKR'],Miracle Mile,2019-08-16T14:26:53Z,"['https://i.scdn.co/image/ab67616d0000b273cb916d1e03610b396f0120f3', 'https://i.scdn.co/image/ab67616d00001e02cb916d1e03610b396f0120f3', 'https://i.scdn.co/image/ab67616d00004851cb916d1e03610b396f0120f3']",0PldjOTKRt45S9MrLnlwVM,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
831,Sound & Color,3wrqiZJKMSpLBvgFJfFOp1,['Alabama Shakes'],Sound & Color,2019-08-16T14:27:00Z,"['https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d00001e023ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d000048513ac1c6d65fc596eeb9234ef2']",3wrqiZJKMSpLBvgFJfFOp1,0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928,183293,4
832,Sound & Color,3wrqiZJKMSpLBvgFJfFOp1,['Alabama Shakes'],Sound & Color,2019-08-16T14:27:00Z,"['https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d00001e023ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d000048513ac1c6d65fc596eeb9234ef2']",3wrqiZJKMSpLBvgFJfFOp1,0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928,183293,4
833,Begin (feat. Wales),3uSwz1gv799BQhkqgIgfSz,"['Shallou', 'Wales']",Begin (feat. Wales),2019-08-16T14:30:39Z,"['https://i.scdn.co/image/ab67616d0000b2739835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d00001e029835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d000048519835914c833dd7236d710426']",3uSwz1gv799BQhkqgIgfSz,0.601,0.499,6,-11.131,1,0.0343,0.815,0.712,0.109,0.531,96.981,242860,4
834,Begin (feat. Wales),3uSwz1gv799BQhkqgIgfSz,"['Shallou', 'Wales']",Begin (feat. Wales),2019-08-16T14:30:39Z,"['https://i.scdn.co/image/ab67616d0000b2739835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d00001e029835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d000048519835914c833dd7236d710426']",3uSwz1gv799BQhkqgIgfSz,0.601,0.499,6,-11.131,1,0.0343,0.815,0.712,0.109,0.531,96.981,242860,4
835,Begin (feat. Wales),3uSwz1gv799BQhkqgIgfSz,"['Shallou', 'Wales']",Begin (feat. Wales),2019-08-16T14:30:39Z,"['https://i.scdn.co/image/ab67616d0000b2739835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d00001e029835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d000048519835914c833dd7236d710426']",3uSwz1gv799BQhkqgIgfSz,0.601,0.499,6,-11.131,1,0.0343,0.815,0.712,0.109,0.531,96.981,242860,4
836,Begin (feat. Wales),3uSwz1gv799BQhkqgIgfSz,"['Shallou', 'Wales']",Begin (feat. Wales),2019-08-16T14:30:39Z,"['https://i.scdn.co/image/ab67616d0000b2739835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d00001e029835914c833dd7236d710426', 'https://i.scdn.co/image/ab67616d000048519835914c833dd7236d710426']",3uSwz1gv799BQhkqgIgfSz,0.601,0.499,6,-11.131,1,0.0343,0.815,0.712,0.109,0.531,96.981,242860,4
837,Cigarettes,4eFTvwsYlTC0b0fjqxmrx7,['Tash Sultana'],Flow State,2019-08-16T14:30:50Z,"['https://i.scdn.co/image/ab67616d0000b27347490989ff7485a32dfc1f2b', 'https://i.scdn.co/image/ab67616d00001e0247490989ff7485a32dfc1f2b', 'https://i.scdn.co/image/ab67616d0000485147490989ff7485a32dfc1f2b']",4eFTvwsYlTC0b0fjqxmrx7,0.563,0.755,11,-5.048,0,0.248,0.0319,7.59e-05,0.0562,0.576,158.027,322716,4
838,Cigarettes,4eFTvwsYlTC0b0fjqxmrx7,['Tash Sultana'],Flow State,2019-08-16T14:30:50Z,"['https://i.scdn.co/image/ab67616d0000b27347490989ff7485a32dfc1f2b', 'https://i.scdn.co/image/ab67616d00001e0247490989ff7485a32dfc1f2b', 'https://i.scdn.co/image/ab67616d0000485147490989ff7485a32dfc1f2b']",4eFTvwsYlTC0b0fjqxmrx7,0.563,0.755,11,-5.048,0,0.248,0.0319,7.59e-05,0.0562,0.576,158.027,322716,4
839,Big Smoke,5ydb0ngKg248ofPWXSFjpG,['Tash Sultana'],Flow State,2019-08-16T14:30:56Z,"['https://i.scdn.co/image/ab67616d0000b2735a8cb6a1b9f801c742f47672', 'https://i.scdn.co/image/ab67616d00001e025a8cb6a1b9f801c742f47672', 'https://i.scdn.co/image/ab67616d000048515a8cb6a1b9f801c742f47672']",5ydb0ngKg248ofPWXSFjpG,0.673,0.55,2,-6.595,1,0.0631,0.0324,0.00319,0.06,0.54,129.982,238784,4
840,Big Smoke,5ydb0ngKg248ofPWXSFjpG,['Tash Sultana'],Flow State,2019-08-16T14:30:56Z,"['https://i.scdn.co/image/ab67616d0000b2735a8cb6a1b9f801c742f47672', 'https://i.scdn.co/image/ab67616d00001e025a8cb6a1b9f801c742f47672', 'https://i.scdn.co/image/ab67616d000048515a8cb6a1b9f801c742f47672']",5ydb0ngKg248ofPWXSFjpG,0.673,0.55,2,-6.595,1,0.0631,0.0324,0.00319,0.06,0.54,129.982,238784,4
841,Free Mind,63QKZwl3Gk7vqSlTfHyHMy,['Tash Sultana'],Free Mind,2019-08-16T14:31:07Z,"['https://i.scdn.co/image/ab67616d0000b273be747283081ced54812976ec', 'https://i.scdn.co/image/ab67616d00001e02be747283081ced54812976ec', 'https://i.scdn.co/image/ab67616d00004851be747283081ced54812976ec']",63QKZwl3Gk7vqSlTfHyHMy,0.621,0.68,8,-7.968,0,0.0864,0.51,4.61e-05,0.325,0.54,75.39,205612,4
842,Free Mind,63QKZwl3Gk7vqSlTfHyHMy,['Tash Sultana'],Free Mind,2019-08-16T14:31:07Z,"['https://i.scdn.co/image/ab67616d0000b273be747283081ced54812976ec', 'https://i.scdn.co/image/ab67616d00001e02be747283081ced54812976ec', 'https://i.scdn.co/image/ab67616d00004851be747283081ced54812976ec']",63QKZwl3Gk7vqSlTfHyHMy,0.621,0.68,8,-7.968,0,0.0864,0.51,4.61e-05,0.325,0.54,75.39,205612,4
843,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2019-08-16T14:31:16Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
844,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2019-08-16T14:31:16Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
845,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2019-08-16T14:31:16Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
846,Mystik,5BLRxxzmsarOfxmEjyLCL3,['Tash Sultana'],Mystik,2019-08-16T14:31:25Z,"['https://i.scdn.co/image/ab67616d0000b2730145c7641167af05fd005255', 'https://i.scdn.co/image/ab67616d00001e020145c7641167af05fd005255', 'https://i.scdn.co/image/ab67616d000048510145c7641167af05fd005255']",5BLRxxzmsarOfxmEjyLCL3,0.513,0.756,0,-6.5,1,0.0475,0.233,0.000413,0.119,0.375,132.576,251384,4
847,Mystik,5BLRxxzmsarOfxmEjyLCL3,['Tash Sultana'],Mystik,2019-08-16T14:31:25Z,"['https://i.scdn.co/image/ab67616d0000b2730145c7641167af05fd005255', 'https://i.scdn.co/image/ab67616d00001e020145c7641167af05fd005255', 'https://i.scdn.co/image/ab67616d000048510145c7641167af05fd005255']",5BLRxxzmsarOfxmEjyLCL3,0.513,0.756,0,-6.5,1,0.0475,0.233,0.000413,0.119,0.375,132.576,251384,4
848,One Time,1Z4UKak2eNteHFZkwiYPNz,['Marian Hill'],Sway,2019-08-16T14:37:15Z,"['https://i.scdn.co/image/ab67616d0000b2731784842155640874660c878b', 'https://i.scdn.co/image/ab67616d00001e021784842155640874660c878b', 'https://i.scdn.co/image/ab67616d000048511784842155640874660c878b']",1Z4UKak2eNteHFZkwiYPNz,0.843,0.244,9,-12.34,0,0.457,0.289,0.0,0.19,0.519,159.836,217613,4
849,One Time,1Z4UKak2eNteHFZkwiYPNz,['Marian Hill'],Sway,2019-08-16T14:37:15Z,"['https://i.scdn.co/image/ab67616d0000b2731784842155640874660c878b', 'https://i.scdn.co/image/ab67616d00001e021784842155640874660c878b', 'https://i.scdn.co/image/ab67616d000048511784842155640874660c878b']",1Z4UKak2eNteHFZkwiYPNz,0.843,0.244,9,-12.34,0,0.457,0.289,0.0,0.19,0.519,159.836,217613,4
850,Cocaine Jesus,0ZAbupc7jAQpG9IxojQ3s3,['Rainbow Kitten Surprise'],RKS,2019-08-16T14:37:24Z,"['https://i.scdn.co/image/ab67616d0000b2739e16f54ce1b5f9e1d8196ba3', 'https://i.scdn.co/image/ab67616d00001e029e16f54ce1b5f9e1d8196ba3', 'https://i.scdn.co/image/ab67616d000048519e16f54ce1b5f9e1d8196ba3']",0ZAbupc7jAQpG9IxojQ3s3,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,229667,4
851,Cocaine Jesus,0ZAbupc7jAQpG9IxojQ3s3,['Rainbow Kitten Surprise'],RKS,2019-08-16T14:37:24Z,"['https://i.scdn.co/image/ab67616d0000b2739e16f54ce1b5f9e1d8196ba3', 'https://i.scdn.co/image/ab67616d00001e029e16f54ce1b5f9e1d8196ba3', 'https://i.scdn.co/image/ab67616d000048519e16f54ce1b5f9e1d8196ba3']",0ZAbupc7jAQpG9IxojQ3s3,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,229667,4
852,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,['MGMT'],Oracular Spectacular,2019-08-16T14:39:54Z,"['https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb', 'https://i.scdn.co/image/ab67616d00001e028b32b139981e79f2ebe005eb', 'https://i.scdn.co/image/ab67616d000048518b32b139981e79f2ebe005eb']",3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3
853,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,['MGMT'],Oracular Spectacular,2019-08-16T14:39:54Z,"['https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb', 'https://i.scdn.co/image/ab67616d00001e028b32b139981e79f2ebe005eb', 'https://i.scdn.co/image/ab67616d000048518b32b139981e79f2ebe005eb']",3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3
854,40 Day Dream,12WtkO5DLE2CWjRGeXtwEW,['Edward Sharpe & The Magnetic Zeros'],Up from Below,2019-08-16T14:40:01Z,"['https://i.scdn.co/image/ab67616d0000b273e0dd719897dd60694ce7593d', 'https://i.scdn.co/image/ab67616d00001e02e0dd719897dd60694ce7593d', 'https://i.scdn.co/image/ab67616d00004851e0dd719897dd60694ce7593d']",12WtkO5DLE2CWjRGeXtwEW,0.573,0.656,2,-5.954,1,0.0562,0.228,0.0,0.0651,0.668,81.952,233587,4
855,40 Day Dream,12WtkO5DLE2CWjRGeXtwEW,['Edward Sharpe & The Magnetic Zeros'],Up from Below,2019-08-16T14:40:01Z,"['https://i.scdn.co/image/ab67616d0000b273e0dd719897dd60694ce7593d', 'https://i.scdn.co/image/ab67616d00001e02e0dd719897dd60694ce7593d', 'https://i.scdn.co/image/ab67616d00004851e0dd719897dd60694ce7593d']",12WtkO5DLE2CWjRGeXtwEW,0.573,0.656,2,-5.954,1,0.0562,0.228,0.0,0.0651,0.668,81.952,233587,4
856,Buttercup,6iCJCZqDJjmBxt07Oid6FI,['Hippo Campus'],Landmark,2019-08-16T14:40:06Z,"['https://i.scdn.co/image/ab67616d0000b273d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00001e02d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00004851d65c698f7b03031930a2a570']",6iCJCZqDJjmBxt07Oid6FI,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,226610,4
857,Buttercup,6iCJCZqDJjmBxt07Oid6FI,['Hippo Campus'],Landmark,2019-08-16T14:40:06Z,"['https://i.scdn.co/image/ab67616d0000b273d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00001e02d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00004851d65c698f7b03031930a2a570']",6iCJCZqDJjmBxt07Oid6FI,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,226610,4
858,Buttercup,6iCJCZqDJjmBxt07Oid6FI,['Hippo Campus'],Landmark,2019-08-16T14:40:06Z,"['https://i.scdn.co/image/ab67616d0000b273d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00001e02d65c698f7b03031930a2a570', 'https://i.scdn.co/image/ab67616d00004851d65c698f7b03031930a2a570']",6iCJCZqDJjmBxt07Oid6FI,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,226610,4
