,name,track_id,artists,album_name,date_added,images,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
54,Veins,1UsXMQwIzCKSk6oIdRE5Jc,['Palace'],Veins,2022-01-21T17:04:31Z,"['https://i.scdn.co/image/ab67616d0000b273ca84a453df6f486114bcc774', 'https://i.scdn.co/image/ab67616d00001e02ca84a453df6f486114bcc774', 'https://i.scdn.co/image/ab67616d00004851ca84a453df6f486114bcc774']",1UsXMQwIzCKSk6oIdRE5Jc,0.429,0.273,0,-9.719,1,0.0287,0.349,0.0384,0.111,0.112,110.161,269975,3
55,Dark Days - Sofi Tukker Remix,6FzYhrPQqISyxCTttPfid1,"['Local Natives', 'Sofi Tukker']",Dark Days (Remixes),2021-09-01T20:17:37Z,"['https://i.scdn.co/image/ab67616d0000b273d9a3fad090f197a4b7aaa0c5', 'https://i.scdn.co/image/ab67616d00001e02d9a3fad090f197a4b7aaa0c5', 'https://i.scdn.co/image/ab67616d00004851d9a3fad090f197a4b7aaa0c5']",6FzYhrPQqISyxCTttPfid1,0.604,0.917,4,-5.443,0,0.0346,0.128,0.574,0.0554,0.439,120.999,257573,4
56,Say To Me,3PHVj8LcrqgZUhS5LPAHc8,['WHTKD'],Say To Me,2021-09-08T14:43:37Z,"['https://i.scdn.co/image/ab67616d0000b273b580d8116c77af3400141c64', 'https://i.scdn.co/image/ab67616d00001e02b580d8116c77af3400141c64', 'https://i.scdn.co/image/ab67616d00004851b580d8116c77af3400141c64']",3PHVj8LcrqgZUhS5LPAHc8,0.769,0.443,4,-10.857,0,0.0711,0.0103,0.358,0.106,0.589,125.976,154000,4
57,All Mine,4MPnN3JzsEctQWN6VaSlaA,"['Roxy Mash', 'Caspar']",All Mine,2021-09-08T15:34:38Z,"['https://i.scdn.co/image/ab67616d0000b273ac81f55e6f04a97146583789', 'https://i.scdn.co/image/ab67616d00001e02ac81f55e6f04a97146583789', 'https://i.scdn.co/image/ab67616d00004851ac81f55e6f04a97146583789']",4MPnN3JzsEctQWN6VaSlaA,0.91,0.29,6,-12.832,0,0.265,0.373,0.000155,0.355,0.489,119.972,196000,4
58,Emanate,6otMqBmdJD8V7rAUnLMs1D,['spüke'],Emanate,2021-09-08T21:08:16Z,"['https://i.scdn.co/image/ab67616d0000b273d332c4a3c3217ef1c7240eca', 'https://i.scdn.co/image/ab67616d00001e02d332c4a3c3217ef1c7240eca', 'https://i.scdn.co/image/ab67616d00004851d332c4a3c3217ef1c7240eca']",6otMqBmdJD8V7rAUnLMs1D,0.948,0.47,10,-11.005,0,0.0603,0.395,0.776,0.158,0.433,119.989,202817,4
59,Emanate,6otMqBmdJD8V7rAUnLMs1D,['spüke'],Emanate,2021-09-08T21:08:16Z,"['https://i.scdn.co/image/ab67616d0000b273d332c4a3c3217ef1c7240eca', 'https://i.scdn.co/image/ab67616d00001e02d332c4a3c3217ef1c7240eca', 'https://i.scdn.co/image/ab67616d00004851d332c4a3c3217ef1c7240eca']",6otMqBmdJD8V7rAUnLMs1D,0.948,0.47,10,-11.005,0,0.0603,0.395,0.776,0.158,0.433,119.989,202817,4
60,Adieu,3de3pLWU48fpTNlSuM6tyR,['Tchami'],Adieu,2021-09-10T20:25:51Z,"['https://i.scdn.co/image/ab67616d0000b273b5e6eb1e7ef374bdd5fa36da', 'https://i.scdn.co/image/ab67616d00001e02b5e6eb1e7ef374bdd5fa36da', 'https://i.scdn.co/image/ab67616d00004851b5e6eb1e7ef374bdd5fa36da']",3de3pLWU48fpTNlSuM6tyR,0.718,0.747,11,-4.932,0,0.0409,0.0464,0.641,0.0772,0.325,125.982,413333,4
61,Blame - Gorgon City Remix,7a5RRZtUERlnThsYIMuQbT,"['Zeds Dead', 'Diplo', 'Gorgon City', 'Elliphant']",Blame (Remixes),2021-09-12T21:40:00Z,"['https://i.scdn.co/image/ab67616d0000b27353a6692dc78f9add6cac7f10', 'https://i.scdn.co/image/ab67616d00001e0253a6692dc78f9add6cac7f10', 'https://i.scdn.co/image/ab67616d0000485153a6692dc78f9add6cac7f10']",7a5RRZtUERlnThsYIMuQbT,0.803,0.891,9,-6.714,0,0.0801,0.008,0.181,0.0372,0.823,124.984,295920,4
62,You Are,0j8GZEycgQVnEcIIeTXkxq,['NVOY'],You Are,2021-09-12T21:51:37Z,"['https://i.scdn.co/image/ab67616d0000b273bc4ec7c0b6751eaff6ae0454', 'https://i.scdn.co/image/ab67616d00001e02bc4ec7c0b6751eaff6ae0454', 'https://i.scdn.co/image/ab67616d00004851bc4ec7c0b6751eaff6ae0454']",0j8GZEycgQVnEcIIeTXkxq,0.802,0.759,4,-8.279,0,0.0956,0.101,0.55,0.0584,0.379,121.031,230824,4
63,Hands - Samaran Remix,3wbStGLUrWpzsoiQ3Ojn2H,"['Point Point', 'Samaran']",Hands Remixes,2021-09-12T21:57:07Z,"['https://i.scdn.co/image/ab67616d0000b2739d8bbbcd71c019554211e4c4', 'https://i.scdn.co/image/ab67616d00001e029d8bbbcd71c019554211e4c4', 'https://i.scdn.co/image/ab67616d000048519d8bbbcd71c019554211e4c4']",3wbStGLUrWpzsoiQ3Ojn2H,0.816,0.662,11,-7.514,0,0.0708,0.0556,0.0996,0.0631,0.325,117.964,254237,4
64,Deep End - SIDEPIECE Remix,7JdiXX87BugXUDhQ89GEc8,"['John Summit', 'SIDEPIECE']",Deep End (SIDEPIECE Remix),2021-09-12T22:03:49Z,"['https://i.scdn.co/image/ab67616d0000b273749eedc0092f7c1bdb9f37a2', 'https://i.scdn.co/image/ab67616d00001e02749eedc0092f7c1bdb9f37a2', 'https://i.scdn.co/image/ab67616d00004851749eedc0092f7c1bdb9f37a2']",7JdiXX87BugXUDhQ89GEc8,0.763,0.665,11,-9.063,0,0.0807,0.122,0.0112,0.476,0.422,126.025,196667,4
65,Vibin',7m7jeE8jCuzBWDoYXhqIIN,['Callum George'],Vibin',2021-09-20T01:09:20Z,"['https://i.scdn.co/image/ab67616d0000b2730b65da16964d03184c476bce', 'https://i.scdn.co/image/ab67616d00001e020b65da16964d03184c476bce', 'https://i.scdn.co/image/ab67616d000048510b65da16964d03184c476bce']",7m7jeE8jCuzBWDoYXhqIIN,0.876,0.451,10,-7.347,0,0.0569,0.0105,0.81,0.103,0.524,123.984,228212,4
66,Too Much in Common,16puCweE0tSl7YAhNKB3MR,['Dombresky'],Too Much in Common,2021-09-20T01:41:48Z,"['https://i.scdn.co/image/ab67616d0000b2731571e3656f9c4774c2e7cfd9', 'https://i.scdn.co/image/ab67616d00001e021571e3656f9c4774c2e7cfd9', 'https://i.scdn.co/image/ab67616d000048511571e3656f9c4774c2e7cfd9']",16puCweE0tSl7YAhNKB3MR,0.747,0.889,8,-5.995,1,0.0896,0.0523,0.000496,0.12,0.503,125.957,242841,4
67,Love To The World,0TR69tw5aybYHbSC1w4xy5,"['Diplo', 'Wax Motif']",Love To The World,2021-09-23T21:57:07Z,"['https://i.scdn.co/image/ab67616d0000b27372491b65d3e46a0a62364979', 'https://i.scdn.co/image/ab67616d00001e0272491b65d3e46a0a62364979', 'https://i.scdn.co/image/ab67616d0000485172491b65d3e46a0a62364979']",0TR69tw5aybYHbSC1w4xy5,0.757,0.976,7,-4.61,0,0.0974,0.0075,0.169,0.0394,0.922,123.015,179461,4
68,Yellow Bird,1r5J8bYOWq1Dal5jMQ06WX,['Pretty Lights'],A Color Map of the Sun (Deluxe Version),2021-08-11T14:43:49Z,"['https://i.scdn.co/image/ab67616d0000b273b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00001e02b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00004851b0039ac10431be630ca43e76']",1r5J8bYOWq1Dal5jMQ06WX,0.596,0.656,4,-6.701,1,0.0283,0.028,0.569,0.11,0.198,86.489,339956,4
69,Yellow Bird,1r5J8bYOWq1Dal5jMQ06WX,['Pretty Lights'],A Color Map of the Sun (Deluxe Version),2021-08-11T14:43:49Z,"['https://i.scdn.co/image/ab67616d0000b273b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00001e02b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00004851b0039ac10431be630ca43e76']",1r5J8bYOWq1Dal5jMQ06WX,0.596,0.656,4,-6.701,1,0.0283,0.028,0.569,0.11,0.198,86.489,339956,4
70,Yellow Bird,1r5J8bYOWq1Dal5jMQ06WX,['Pretty Lights'],A Color Map of the Sun (Deluxe Version),2021-08-11T14:43:49Z,"['https://i.scdn.co/image/ab67616d0000b273b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00001e02b0039ac10431be630ca43e76', 'https://i.scdn.co/image/ab67616d00004851b0039ac10431be630ca43e76']",1r5J8bYOWq1Dal5jMQ06WX,0.596,0.656,4,-6.701,1,0.0283,0.028,0.569,0.11,0.198,86.489,339956,4
71,Better Give U Up,4c60yLpE5lXvICT0pyEaZ5,['FKJ'],French Kiwi Juice,2021-08-11T14:48:03Z,"['https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00001e02b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00004851b9fe968166411b66df1e69fd']",4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,256800,4
72,Better Give U Up,4c60yLpE5lXvICT0pyEaZ5,['FKJ'],French Kiwi Juice,2021-08-11T14:48:03Z,"['https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00001e02b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00004851b9fe968166411b66df1e69fd']",4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,256800,4
73,Better Give U Up,4c60yLpE5lXvICT0pyEaZ5,['FKJ'],French Kiwi Juice,2021-08-11T14:48:03Z,"['https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00001e02b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00004851b9fe968166411b66df1e69fd']",4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,256800,4
74,Better Give U Up,4c60yLpE5lXvICT0pyEaZ5,['FKJ'],French Kiwi Juice,2021-08-11T14:48:03Z,"['https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00001e02b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00004851b9fe968166411b66df1e69fd']",4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,256800,4
75,Better Give U Up,4c60yLpE5lXvICT0pyEaZ5,['FKJ'],French Kiwi Juice,2021-08-11T14:48:03Z,"['https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00001e02b9fe968166411b66df1e69fd', 'https://i.scdn.co/image/ab67616d00004851b9fe968166411b66df1e69fd']",4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,256800,4
76,2am,4cs6ORX8aKd6rtVdwAnnel,['Slightly Stoopid'],Chronchitis,2021-08-11T14:53:26Z,"['https://i.scdn.co/image/ab67616d0000b273dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00001e02dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00004851dc1886ac54cb45a8843404d7']",4cs6ORX8aKd6rtVdwAnnel,0.794,0.577,2,-8.549,1,0.111,0.00594,0.37,0.0708,0.645,82.46,299600,4
77,2am,4cs6ORX8aKd6rtVdwAnnel,['Slightly Stoopid'],Chronchitis,2021-08-11T14:53:26Z,"['https://i.scdn.co/image/ab67616d0000b273dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00001e02dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00004851dc1886ac54cb45a8843404d7']",4cs6ORX8aKd6rtVdwAnnel,0.794,0.577,2,-8.549,1,0.111,0.00594,0.37,0.0708,0.645,82.46,299600,4
78,2am,4cs6ORX8aKd6rtVdwAnnel,['Slightly Stoopid'],Chronchitis,2021-08-11T14:53:26Z,"['https://i.scdn.co/image/ab67616d0000b273dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00001e02dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00004851dc1886ac54cb45a8843404d7']",4cs6ORX8aKd6rtVdwAnnel,0.794,0.577,2,-8.549,1,0.111,0.00594,0.37,0.0708,0.645,82.46,299600,4
79,2am,4cs6ORX8aKd6rtVdwAnnel,['Slightly Stoopid'],Chronchitis,2021-08-11T14:53:26Z,"['https://i.scdn.co/image/ab67616d0000b273dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00001e02dc1886ac54cb45a8843404d7', 'https://i.scdn.co/image/ab67616d00004851dc1886ac54cb45a8843404d7']",4cs6ORX8aKd6rtVdwAnnel,0.794,0.577,2,-8.549,1,0.111,0.00594,0.37,0.0708,0.645,82.46,299600,4
80,Up On This,71DUqnMHmvzXISuoeZysQZ,['The Malah'],Sound Spectrum Live at Phino's,2021-08-11T15:00:03Z,"['https://i.scdn.co/image/ab67616d0000b273f30d2861b0bdfd886ba3c2c8', 'https://i.scdn.co/image/ab67616d00001e02f30d2861b0bdfd886ba3c2c8', 'https://i.scdn.co/image/ab67616d00004851f30d2861b0bdfd886ba3c2c8']",71DUqnMHmvzXISuoeZysQZ,0.529,0.786,2,-6.993,0,0.0436,0.522,0.331,0.13,0.622,111.412,364107,4
81,Up On This,71DUqnMHmvzXISuoeZysQZ,['The Malah'],Sound Spectrum Live at Phino's,2021-08-11T15:00:03Z,"['https://i.scdn.co/image/ab67616d0000b273f30d2861b0bdfd886ba3c2c8', 'https://i.scdn.co/image/ab67616d00001e02f30d2861b0bdfd886ba3c2c8', 'https://i.scdn.co/image/ab67616d00004851f30d2861b0bdfd886ba3c2c8']",71DUqnMHmvzXISuoeZysQZ,0.529,0.786,2,-6.993,0,0.0436,0.522,0.331,0.13,0.622,111.412,364107,4
82,Sestri Levante - Live,72YV32MfLwaJLbXzU6XL5N,['Tame Impala'],Live Versions,2021-08-11T15:10:50Z,"['https://i.scdn.co/image/ab67616d0000b2735ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d00001e025ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d000048515ffecc5ae83629c80685c6c5']",72YV32MfLwaJLbXzU6XL5N,0.413,0.832,0,-6.782,1,0.0322,0.0726,0.0475,0.225,0.0886,102.448,117573,4
83,Sestri Levante - Live,72YV32MfLwaJLbXzU6XL5N,['Tame Impala'],Live Versions,2021-08-11T15:10:50Z,"['https://i.scdn.co/image/ab67616d0000b2735ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d00001e025ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d000048515ffecc5ae83629c80685c6c5']",72YV32MfLwaJLbXzU6XL5N,0.413,0.832,0,-6.782,1,0.0322,0.0726,0.0475,0.225,0.0886,102.448,117573,4
84,Sestri Levante - Live,72YV32MfLwaJLbXzU6XL5N,['Tame Impala'],Live Versions,2021-08-11T15:10:50Z,"['https://i.scdn.co/image/ab67616d0000b2735ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d00001e025ffecc5ae83629c80685c6c5', 'https://i.scdn.co/image/ab67616d000048515ffecc5ae83629c80685c6c5']",72YV32MfLwaJLbXzU6XL5N,0.413,0.832,0,-6.782,1,0.0322,0.0726,0.0475,0.225,0.0886,102.448,117573,4
85,Just Chillin',41YJJAO78aMWy1puye2sUH,['Gramatik'],SB1,2021-08-11T17:30:53Z,"['https://i.scdn.co/image/ab67616d0000b273815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00001e02815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00004851815ae8df8ffc737fdd1248c9']",41YJJAO78aMWy1puye2sUH,0.772,0.884,1,-5.554,1,0.0844,0.0719,0.892,0.115,0.249,94.279,134656,4
86,Just Chillin',41YJJAO78aMWy1puye2sUH,['Gramatik'],SB1,2021-08-11T17:30:53Z,"['https://i.scdn.co/image/ab67616d0000b273815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00001e02815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00004851815ae8df8ffc737fdd1248c9']",41YJJAO78aMWy1puye2sUH,0.772,0.884,1,-5.554,1,0.0844,0.0719,0.892,0.115,0.249,94.279,134656,4
87,Just Chillin',41YJJAO78aMWy1puye2sUH,['Gramatik'],SB1,2021-08-11T17:30:53Z,"['https://i.scdn.co/image/ab67616d0000b273815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00001e02815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00004851815ae8df8ffc737fdd1248c9']",41YJJAO78aMWy1puye2sUH,0.772,0.884,1,-5.554,1,0.0844,0.0719,0.892,0.115,0.249,94.279,134656,4
88,Just Chillin',41YJJAO78aMWy1puye2sUH,['Gramatik'],SB1,2021-08-11T17:30:53Z,"['https://i.scdn.co/image/ab67616d0000b273815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00001e02815ae8df8ffc737fdd1248c9', 'https://i.scdn.co/image/ab67616d00004851815ae8df8ffc737fdd1248c9']",41YJJAO78aMWy1puye2sUH,0.772,0.884,1,-5.554,1,0.0844,0.0719,0.892,0.115,0.249,94.279,134656,4
89,Smoke & Mirrors,1YI6wLnlhRIYCBq5vg2tfx,['TOKiMONSTA'],Cosmic Intoxication,2021-08-11T17:35:08Z,"['https://i.scdn.co/image/ab67616d0000b273f3facb489e5c99ec22b20297', 'https://i.scdn.co/image/ab67616d00001e02f3facb489e5c99ec22b20297', 'https://i.scdn.co/image/ab67616d00004851f3facb489e5c99ec22b20297']",1YI6wLnlhRIYCBq5vg2tfx,0.649,0.591,9,-11.935,0,0.197,0.718,0.784,0.122,0.434,90.003,218507,4
90,Smoke & Mirrors,1YI6wLnlhRIYCBq5vg2tfx,['TOKiMONSTA'],Cosmic Intoxication,2021-08-11T17:35:08Z,"['https://i.scdn.co/image/ab67616d0000b273f3facb489e5c99ec22b20297', 'https://i.scdn.co/image/ab67616d00001e02f3facb489e5c99ec22b20297', 'https://i.scdn.co/image/ab67616d00004851f3facb489e5c99ec22b20297']",1YI6wLnlhRIYCBq5vg2tfx,0.649,0.591,9,-11.935,0,0.197,0.718,0.784,0.122,0.434,90.003,218507,4
91,Moon Tattoo,32vTUJEp1t0Y106kFtge8r,['Sofi Tukker'],Soft Animals,2021-08-11T17:44:39Z,"['https://i.scdn.co/image/ab67616d0000b273b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00001e02b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00004851b1179c0608e0529d705cf3e2']",32vTUJEp1t0Y106kFtge8r,0.781,0.62,1,-11.859,1,0.0561,0.189,0.558,0.0944,0.418,111.977,347880,4
92,Moon Tattoo,32vTUJEp1t0Y106kFtge8r,['Sofi Tukker'],Soft Animals,2021-08-11T17:44:39Z,"['https://i.scdn.co/image/ab67616d0000b273b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00001e02b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00004851b1179c0608e0529d705cf3e2']",32vTUJEp1t0Y106kFtge8r,0.781,0.62,1,-11.859,1,0.0561,0.189,0.558,0.0944,0.418,111.977,347880,4
93,Moon Tattoo,32vTUJEp1t0Y106kFtge8r,['Sofi Tukker'],Soft Animals,2021-08-11T17:44:39Z,"['https://i.scdn.co/image/ab67616d0000b273b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00001e02b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00004851b1179c0608e0529d705cf3e2']",32vTUJEp1t0Y106kFtge8r,0.781,0.62,1,-11.859,1,0.0561,0.189,0.558,0.0944,0.418,111.977,347880,4
94,Moon Tattoo,32vTUJEp1t0Y106kFtge8r,['Sofi Tukker'],Soft Animals,2021-08-11T17:44:39Z,"['https://i.scdn.co/image/ab67616d0000b273b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00001e02b1179c0608e0529d705cf3e2', 'https://i.scdn.co/image/ab67616d00004851b1179c0608e0529d705cf3e2']",32vTUJEp1t0Y106kFtge8r,0.781,0.62,1,-11.859,1,0.0561,0.189,0.558,0.0944,0.418,111.977,347880,4
95,A Walk,6koWevx9MqN6efQ6qreIbm,['Tycho'],Dive,2021-08-11T17:50:06Z,"['https://i.scdn.co/image/ab67616d0000b2736ce6bb858321ae9bbd66d7a2', 'https://i.scdn.co/image/ab67616d00001e026ce6bb858321ae9bbd66d7a2', 'https://i.scdn.co/image/ab67616d000048516ce6bb858321ae9bbd66d7a2']",6koWevx9MqN6efQ6qreIbm,0.659,0.716,9,-7.816,1,0.0317,0.329,0.909,0.127,0.382,139.952,316919,4
96,A Walk,6koWevx9MqN6efQ6qreIbm,['Tycho'],Dive,2021-08-11T17:50:06Z,"['https://i.scdn.co/image/ab67616d0000b2736ce6bb858321ae9bbd66d7a2', 'https://i.scdn.co/image/ab67616d00001e026ce6bb858321ae9bbd66d7a2', 'https://i.scdn.co/image/ab67616d000048516ce6bb858321ae9bbd66d7a2']",6koWevx9MqN6efQ6qreIbm,0.659,0.716,9,-7.816,1,0.0317,0.329,0.909,0.127,0.382,139.952,316919,4
97,Kerala,5DAjrJqXqYtgr67pVhmUeR,['Bonobo'],Migration,2021-08-11T18:16:37Z,"['https://i.scdn.co/image/ab67616d0000b27355fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d00001e0255fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d0000485155fa09a768d1ef5ea5d279f9']",5DAjrJqXqYtgr67pVhmUeR,0.529,0.739,7,-9.578,0,0.0718,0.0237,0.607,0.171,0.138,124.75,237547,4
98,Kerala,5DAjrJqXqYtgr67pVhmUeR,['Bonobo'],Migration,2021-08-11T18:16:37Z,"['https://i.scdn.co/image/ab67616d0000b27355fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d00001e0255fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d0000485155fa09a768d1ef5ea5d279f9']",5DAjrJqXqYtgr67pVhmUeR,0.529,0.739,7,-9.578,0,0.0718,0.0237,0.607,0.171,0.138,124.75,237547,4
99,Restless Too,1FtCJ4gG5zo0LdMBWuEVml,['BoomBox'],Restless Too,2021-08-11T18:41:54Z,"['https://i.scdn.co/image/ab67616d0000b273ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00001e02ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00004851ce96a22f553e4b6fbd1a8ef6']",1FtCJ4gG5zo0LdMBWuEVml,0.901,0.463,0,-11.598,1,0.0486,0.277,0.633,0.084,0.553,102.997,279548,4
100,Restless Too,1FtCJ4gG5zo0LdMBWuEVml,['BoomBox'],Restless Too,2021-08-11T18:41:54Z,"['https://i.scdn.co/image/ab67616d0000b273ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00001e02ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00004851ce96a22f553e4b6fbd1a8ef6']",1FtCJ4gG5zo0LdMBWuEVml,0.901,0.463,0,-11.598,1,0.0486,0.277,0.633,0.084,0.553,102.997,279548,4
101,Restless Too,1FtCJ4gG5zo0LdMBWuEVml,['BoomBox'],Restless Too,2021-08-11T18:41:54Z,"['https://i.scdn.co/image/ab67616d0000b273ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00001e02ce96a22f553e4b6fbd1a8ef6', 'https://i.scdn.co/image/ab67616d00004851ce96a22f553e4b6fbd1a8ef6']",1FtCJ4gG5zo0LdMBWuEVml,0.901,0.463,0,-11.598,1,0.0486,0.277,0.633,0.084,0.553,102.997,279548,4
102,Dern Kala,47FmTHqPWGWEfbgDpLjvCt,['Khruangbin'],The Universe Smiles Upon You,2021-08-11T18:46:36Z,"['https://i.scdn.co/image/ab67616d0000b273bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00001e02bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00004851bc009dcb7578608697771b74']",47FmTHqPWGWEfbgDpLjvCt,0.632,0.646,9,-11.398,1,0.0385,0.0177,0.88,0.116,0.671,87.325,219840,4
103,Dern Kala,47FmTHqPWGWEfbgDpLjvCt,['Khruangbin'],The Universe Smiles Upon You,2021-08-11T18:46:36Z,"['https://i.scdn.co/image/ab67616d0000b273bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00001e02bc009dcb7578608697771b74', 'https://i.scdn.co/image/ab67616d00004851bc009dcb7578608697771b74']",47FmTHqPWGWEfbgDpLjvCt,0.632,0.646,9,-11.398,1,0.0385,0.0177,0.88,0.116,0.671,87.325,219840,4
104,Ipanema,6l8ZAqy48pBSGJtUikKNYr,['Funkmammoth'],Es Tas South,2021-08-16T13:18:06Z,"['https://i.scdn.co/image/ab67616d0000b273df24ebd961c4c78f3a15dfb9', 'https://i.scdn.co/image/ab67616d00001e02df24ebd961c4c78f3a15dfb9', 'https://i.scdn.co/image/ab67616d00004851df24ebd961c4c78f3a15dfb9']",6l8ZAqy48pBSGJtUikKNYr,0.79,0.567,6,-6.198,0,0.0656,0.46,0.0493,0.162,0.608,165.937,127229,4
105,Ipanema,6l8ZAqy48pBSGJtUikKNYr,['Funkmammoth'],Es Tas South,2021-08-16T13:18:06Z,"['https://i.scdn.co/image/ab67616d0000b273df24ebd961c4c78f3a15dfb9', 'https://i.scdn.co/image/ab67616d00001e02df24ebd961c4c78f3a15dfb9', 'https://i.scdn.co/image/ab67616d00004851df24ebd961c4c78f3a15dfb9']",6l8ZAqy48pBSGJtUikKNYr,0.79,0.567,6,-6.198,0,0.0656,0.46,0.0493,0.162,0.608,165.937,127229,4
106,Byedarond,0bhxSAqVVqnE12k7Ln04Zp,['Flughand'],F.Stop,2021-08-16T13:19:01Z,"['https://i.scdn.co/image/ab67616d0000b27396922385688937a78cf1e278', 'https://i.scdn.co/image/ab67616d00001e0296922385688937a78cf1e278', 'https://i.scdn.co/image/ab67616d0000485196922385688937a78cf1e278']",0bhxSAqVVqnE12k7Ln04Zp,0.751,0.472,11,-9.546,1,0.469,0.63,0.465,0.388,0.542,79.362,130464,4
107,Byedarond,0bhxSAqVVqnE12k7Ln04Zp,['Flughand'],F.Stop,2021-08-16T13:19:01Z,"['https://i.scdn.co/image/ab67616d0000b27396922385688937a78cf1e278', 'https://i.scdn.co/image/ab67616d00001e0296922385688937a78cf1e278', 'https://i.scdn.co/image/ab67616d0000485196922385688937a78cf1e278']",0bhxSAqVVqnE12k7Ln04Zp,0.751,0.472,11,-9.546,1,0.469,0.63,0.465,0.388,0.542,79.362,130464,4
